App Name,Country,Category,Sensor Tower Link,Release Date,Last 30D Downloads WW,Last 30D Revenue WW,Ads Network,How They Get Their Money,Keyword 1,KW1 Advanced Search Link,KW1 Results,Keyword 2,KW2 Advanced Search Link,KW2 Results,Keyword 3,KW3 Advanced Search Link,KW3 Results,Market Verdict,App Description,Why I could work
BarrelBook: Whiskey Collection,US,Food & Drink,https://app.sensortower.com/overview/6751737898?country=US,2025-12-15,"2,000","$1,000",Active,ORGANIC + Active UA. Solo dev (Peter Reilly). $1.35 RPD. Premium whiskey collector audience.,whiskey collection,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=whiskey+collection,1 page ~15 — BarrelBook leads (1.4K/$1.3K). Whiskr Whisky Tasting only other earner ($18). Niche has only ONE real player,wine cellar app,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=wine+cellar+app,1 page ~17 — Adjacent niche. InVintory: Wine Cellar 27K DL/$89K/mo proves alcohol collection tracking model scales. Whiskey side wide open vs wine,(skipped — verdict clear),,,"🟢 GREEN — Whiskey collection niche genuinely uncrowded. BarrelBook sole real player at $1.3K/mo. Wine cellar adjacent (InVintory $89K/mo) proves model scales. Premium audience, $1.35 RPD healthy. Niche-but-monetizing opportunity.","A digital ""shelf"" where whiskey collectors track their bottles.",No real competitor exists. Wine cellar apps prove people pay for this kind of thing.
Double Holo Pokemon TCG Market,US,Shopping,https://app.sensortower.com/overview/6759494054?country=US,2026-02-27,"31,000","$21,200",New,ORGANIC + just-starting paid UA. $0.47 RPD healthy for marketplace. Pokemon TCG physical card buy/sell platform. Sole real player in niche.,pokemon tcg marketplace,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=pokemon+tcg+marketplace,0 results,trading card marketplace,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=trading+card+marketplace,1 page ~13 results — Topps Total Football 17K DL/$324K/mo (digital sports cards game). BoxedUp Sneaker $6.5K. Most others dead. Pokemon-specific physical card marketplace niche EMPTY,pokemon cards buy sell,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=pokemon+cards+buy+sell,0 results — niche wide open,"🟢 GREEN — Pokemon TCG physical card marketplace niche genuinely uncrowded. Double Holo at $21K/mo is sole real player. Adjacent collector marketplaces (Topps $324K, BoxedUp $6.5K) prove model scales. Pokemon TCG = $1B+ market growing post-Logan-Paul-mania. Real opportunity.",A marketplace for buying and selling real Pokémon trading cards.,Pokémon TCG is a $1B+ market. This is the only real app for buying/selling cards.
BeSure AI,US,Lifestyle,https://app.sensortower.com/overview/6758687933?country=US,2026-02-23,"17,000",$807,New,Novel niche: AI dealer contract fee scanner. Catches hidden dealer markups during car purchase. $0.04 RPD reflects 1-2x lifetime use case.,dealer contract scanner,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=dealer+contract+scanner,"0 results — niche completely EMPTY, no competitors",car buying app,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=car+buying+app,"2 pages ~50 — DriveTime 27K/$0, Carbae 160/$0, TrueCar/$0. ALL $0 in-app rev (commission off-app via dealer affiliate)",vehicle history report,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=vehicle+history+report,"7 pages ~175 — CARFAX 395K DL/$444K/mo dominates adjacent niche, carVertical 120K/$86K","⚠️ YELLOW — Unique niche (AI car contract scanner, 0 competitors). BUT car purchase = 1-2x lifetime event, no recurring subscription model fits. $0.04 RPD reflects this. Could pivot to broader financial protection.",AI car-contract scanner that catches sneaky fees at the dealership.,"No competitor exists, but people only buy a car every few years — hard to charge monthly."
TripRank - Speed Tracker,US,Navigation,https://app.sensortower.com/overview/6757245082?country=US,2026-01-06,"178,000","$151,200",New,"ORGANIC + just-starting paid UA. $0.72 RPD healthy. Subtitle ""#1 Speed Tracker"". Promo ""Turns your drives into data worth flexing"" — shareable trip cards differentiate from generic speedometers. G-force/acceleration stats. Top US/Germany/UK.",speed tracker,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=speed+tracker,"30 results — Crowded. ZipoApps $43K/mo, LightApps $114K/mo, WATT APPS $68K/mo, Duyou $31K/mo, Mikhail $32K/mo. Multiple $50K+ players.",driving stats tracker,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=driving+stats+tracker,0 results — empty niche,trip tracker app,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=trip+tracker+app,"13 results — ALL DEAD, 0 DLs/$0 rev each","⚠️ YELLOW — Speed tracker market crowded (30 apps, multiple $50K+ incumbents) but TripRank's shareable trip card / social flex angle is genuinely uncrowded. $149K/mo at 4 months validates model.",Tracks how fast you drive and makes a cool picture of your trip you can show your friends.,People love bragging about stuff. Other speed apps just show numbers — this one makes a picture you can share.
FlockHopper,US,Navigation,https://app.sensortower.com/overview/6762170253?country=US,2026-04-22,"5,000",$0,N/A,"ORGANIC. Solo dev. Anti-surveillance navigation that routes around ALPR cameras. Tip-jar IAPs ($4.99-$49.99 one-time, no subscription). Open source nav core (Ferrostar). US-only.",alpr camera,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=alpr+camera,5 results — FlockHopper + HighwayRadar (4 DLs/$13) + irrelevant. Empty niche.,privacy navigation app,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=privacy+navigation+app,0 results — empty niche,license plate reader,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=license+plate+reader,"20 results — DeFlock.me (TechBS) 52K DLs/$0 is established competitor (same angle, 10x bigger). All others dead or non-consumer.",⚠️ YELLOW — Novel anti-surveillance/ALPR-aware nav angle is timely (Flock Safety controversy). DeFlock.me 52K DLs/$0 proves audience but reveals monetization problem. Privacy-cause apps don't monetize via subscriptions.,Finds you a way to drive places without going past cameras that read your car's plate.,Lots of people are worried about being watched while driving. They want their trips kept private.
Location Changer - Loca Change,US,Navigation,https://app.sensortower.com/overview/6758940330?country=US,2026-02-28,"14,000","$6,000",Active,"PAID UA + ASO. Subtitle ""Teleport, Joystick & GPS Share"" = Pokemon Go spoofing language. Description disclaims actual GPS spoofing — App Store rule skirting. $0.39 RPD. Sub pricing $5.99w/$12.99m/$29.99yr.",fake gps location,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=fake+gps+location,"20+ results, saturated. GPS Emulator (Digitools UY) 101K DL/$29.7K leads. Hope Factory Spoofer $8.6K, VDL Tech LocaEdit $12.3K, App Ninjas JoyStick $6.7K, PoGoskill $9.4K. Multiple $6-30K/mo players.",(skipped — verdict clear),,,(skipped — verdict clear),,,🔴 RED — GPS spoofing/Pokemon Go cheat market saturated. 20+ apps. Multiple $6-30K/mo incumbents. App Store rule-skirting risk.,Tricks your phone into thinking you're somewhere else so you can cheat in location games.,"People love cheating in Pokémon GO. But too many apps already do this, and Apple keeps deleting them."
Marine Traffic Vessel Finder,US,Navigation,https://app.sensortower.com/overview/6756645770?country=US,2025-12-22,"7,000","$8,000",Active,PAID UA + ORGANIC. $0.99 RPD healthy. Real-time AIS vessel tracking + port info + weather. Free App Studio (Soosky). Top US/Norway/Canada — coastal/maritime audience. $5.99w/$39.99yr.,vessel tracker,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=vessel+tracker,"~50 results, niche but real. Marine Traffic Tracker (Lascade) 60K DL/$17.7K leads. Marine Traffic Vessel Finder $8K is mid-tier. MarineRed Traffic $5K, Tracking apps Club $2.4K, ShipAtlas $4.7K.",(skipped — verdict clear),,,(skipped — verdict clear),,,"⚠️ YELLOW — Marine vessel tracker niche has real audience and proven monetization ($0.99 RPD). Lascade leads at $17K but multiple mid-tier players. CAVEAT: All apps cluster around ""Marine Traffic"" — trademark-adjacent risk.",Shows where every ship in the ocean is right now on a map.,People who live near the sea or love boats really enjoy watching ships and learning about them.
Gameworld GO: IRL Missions,US,Navigation,https://app.sensortower.com/overview/6758951495?country=US,2026-03-13,"4,000","$4,000",Active,PAID UA. $0.77 RPD healthy. Solo dev (Arnaud AUBRY/Zebra Rodeo). Game-aesthetic map themes + IRL missions + game soundtracks + CarPlay. Top US/Canada/Australia. $3.99w/$6.99-14.99m/$19.99-29.99yr/$29.99-49.99 one-time.,game style map,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=game+style+map,"~8 results, mostly DBZ irrelevant. Only Gaming Maps - Game Street View 280 DL/$10 loosely related. Niche empty.",irl game map,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=irl+game+map,0 results — empty niche,(skipped — verdict clear),,,🟢 GREEN — Gamified-navigation niche genuinely empty. $4K/mo in 2 months from solo dev. $0.77 RPD healthy. Pokemon Go proved gamified real-world movement = $1B+ category; this is the indie-friendly subset.,Makes your map look like a video game and gives you little missions to do in real life.,Driving is boring. Making it feel like a game makes regular trips fun. No other app does this.
Urbex: Abandoned World,US,Navigation,https://app.sensortower.com/overview/6751201068?country=US,2026-02-12,"14,000","$4,000",Active,PAID UA + ORGANIC. $0.21 RPD low but growing. Latvian publisher (AGRO-INVESTICIJAS SIA). Urban exploration location finder + community uploads. Top US/UK/France. $4.99w/$12.99m/$39.99yr/$59.99 lifetime.,urbex abandoned,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=urbex+abandoned,4 results — Urbex alone at $4K. Others paranormal/EMF/photo apps — irrelevant. Niche empty.,abandoned places map,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=abandoned+places+map,0 results — empty niche,(skipped — verdict clear),,,🟢 GREEN — Urbex/abandoned places locator niche genuinely empty. $4K/mo in 3 months with community uploads model. Real audience (urbex Reddit/Instagram = millions of enthusiasts). Lifetime $59.99 targets dedicated explorers.,"Shows a map of empty hospitals, old factories, and forgotten places you can go explore.",Tons of people love exploring creepy old buildings. No other app helps them find these spots.
"Velox: Drive, Convoy, Explore",US,Navigation,https://app.sensortower.com/overview/6754770506?country=US,2026-02-07,"24,000",$0,N/A,ORGANIC. Social driving / car enthusiast community + convoys. JaamWays LLC. Free no IAP. 3 months old. Top US/UK/Canada.,car enthusiast community,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=car+enthusiast+community,20+ results — almost ALL DEAD ($0 rev). Only FIRST2 $385/mo and Benzifi $554/mo making meaningful revenue. Velox at 24K DLs LEADS by volume but $0 in-app rev.,(skipped — verdict clear),,,(skipped),,,🔴 RED — Car enthusiast social community apps tried repeatedly with $0 revenue across category. Social-platform model requires network effects + ads/sponsorships — not indie-revenue-clonable.,A social spot where car fans share pictures of their cars and plan group drives together.,Car fans love hanging out together. But the app is free and nobody is willing to pay for it.
Street View - Live Earth Maps,US,Navigation,https://app.sensortower.com/overview/6759705007?country=US,2026-04-14,"10,000","$1,000",New,PAID UA + ASO. $0.12 RPD low. Subscription-required (no free content) $9.99w/$49.99yr. Solo dev Craig Jones. Top China/US/Mexico. 1 month old.,"(skipped — same niche as Mappa GPS & Live Earth Camera in DB RED: 150+ apps, clone template)",,,,,,(skipped),,,"🔴 RED — Same Street View / Live Earth Map clone niche as Mappa (existing DB RED): 150+ clone apps, race-to-the-bottom template play. Subscription-only + $0.12 RPD signals burning UA without conversion.",Lets you look at any street in the world like you're standing right there.,Google Maps already does this for free. Too many copy apps are fighting over the same idea.
Speedometer GPS : MPH Tracker,US,Navigation,https://app.sensortower.com/overview/6761100688?country=US,2026-04-06,"16,000","$7,000",Active,PAID UA. $0.46 RPD. WE DAO TECH (Vietnamese publisher). Keyword-stuffed description = classic ASO spam. No real differentiation. $9.99w/$49.99yr.,"(skipped — same crowded speedometer market as TripRank analysis: 30 results, ZipoApps $43K, LightApps $114K, WATT APPS $68K, Mikhail $32K, Duyou $31K dominate)",,,,,,(skipped),,,🔴 RED — Generic speedometer clone in same crowded market as TripRank. $7K mid-pack with no differentiation. Keyword-stuffed description = ASO race-to-bottom.,"Shows how fast you're driving, just like the speedometer in your car.",Way too many speedometer apps already exist. This one doesn't do anything new or better.
Rods — Corner & Road Alerts,US,Navigation,https://app.sensortower.com/overview/6758915466?country=US,2026-04-24,"2,000",$526,N/A,ORGANIC. Lithuanian solo dev (Buildrhaus). Rally-style corner callouts — AI co-driver for enthusiast driving (twisty/mountain/canyon roads). Calls out direction/severity/shape/distance + hazards. $9.59m/$29.90yr. 14-day trial. 3 weeks old.,rally corner callouts,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=rally+corner+callouts,0 results — empty niche,driving co-driver pacenotes,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=driving+co-driver+pacenotes,0 results — empty niche,(skipped — verdict clear from empty niches),,,🟢 GREEN — Rally-pacenotes / co-driver app niche GENUINELY EMPTY (0 results across keywords). Novel concept with passionate target audience (motorcyclists/sports car owners/canyon carvers). $526 in 3 weeks with subscription pricing that fits.,Talks to you while you drive on twisty roads and tells you what kind of turn is coming next.,Car fans love feeling like a race-car driver. No other app does this and they want to feel pro.
Jam AI - AI Songs & Music,US,Music,https://app.sensortower.com/overview/6763723028?country=US,2026-04-28,"18,000","$20,300",N/A,"ORGANIC + viral. CapyBobo Corp. $1.13 RPD. Novel angle: text/screenshot/photo-to-song (turn texts into rap songs, photos into lyrics). 18 days old. $7.99-14.99w / $49.99-89.99yr.",ai song generator,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=ai+song+generator,"25+ results, MASSIVELY SATURATED. Donna AI (Mobiversite) 997K DL/$1M dominates. Scate Mozart $591K, TWOWISE Jukebox $360K, TECH ALPHA Shoom $433K, Kunlun Mureka $315K, Madduck Zona $261K, STARWAVE MusicLab $120K, SingUp $109K, Muzio $112K. Multiple $100K-$1M+/mo players.",(skipped — verdict clear),,,(skipped),,,⚠️ YELLOW — AI song generator market HOT but extremely saturated with $100K-$1M+ players. Jam AI's screenshot/text-to-song angle is novel and $20K in 18 days shows fast adoption. Risk: late entrant in mature category dominated by Donna/Mozart/Shoom giants.,Turns your text messages or photos into funny songs you can share on TikTok.,Making silly songs about your friends is super fun. But many bigger AI song apps already exist.
ToneAdapt - Guitar Tone Match,US,Music,https://app.sensortower.com/overview/6761394160?country=US,2026-04-10,"15,000","$9,000",New,"ORGANIC + just-starting paid UA. Solo dev (Kyan Santiago-Calling). $0.62 RPD. Tone-matching engine: pick artist tone, enter your specific gear (amp/pedals), get translated settings. 3,600+ gear database, 90K+ community tones. Top US/UK/Canada. $6.99-9.99w/$14.99m/$59.99-74.99yr.",guitar tone match,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=guitar+tone+match,2 results — ToneAdapt + 1 dead app. Niche empty.,guitar amp settings,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=guitar+amp+settings,3 results — all dead. Niche empty.,(skipped — verdict clear),,,🟢 GREEN — Guitar tone-matching niche GENUINELY EMPTY. ToneAdapt alone at $9K/mo in 1 month. Solo dev. Real consumer pain point (translate famous artist tones to YOUR specific gear). Massive guitarist audience.,Tells guitar players exactly how to set their amp to sound just like their favorite songs.,Guitar players try hard to copy famous sounds. No other app helps them do this with their own gear.
Muvio - AI Music Video Maker,US,Music,https://app.sensortower.com/overview/6758080546?country=US,2026-02-02,"61,000","$86,000",N/A,STARWAVE AI (same publisher as MusicLab in AI song generator search at $120K). $1.46 RPD. Music-to-MV creation + text-to-music + text-to-lyrics. Top US/Brazil/Indonesia. $9.99w/$29.99m/$59.99yr + credit packs.,ai music video maker,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=ai+music+video+maker,"21 results, saturated. Rythmix (Vivalive HK) 845K DL/$700K dominates. VibeMe AI 94K/$85K, MV AI Muvio (this app) 60K/$85K mid-pack, Yuna 58K/$181K, Beat.ly 1.6M DLs/$1.4K, Songdio $10K. Multiple $10-700K/mo players.",(skipped — verdict clear),,,(skipped),,,"🔴 RED — AI music video maker market saturated. Rythmix $700K dominates, multiple $85-181K mid-tier players. Muvio at $85K mid-pack with no differentiation. Same publisher as MusicLab — STARWAVE cycling generic AI music templates.",Makes a music video from any song using AI-made pictures that move along.,Many apps already make AI music videos. This one isn't very different from the rest.
Belika: Corridos & Regional IA,US,Music,https://app.sensortower.com/overview/6756085140?country=US,2026-01-15,"7,000","$14,800",N/A,ORGANIC. Solo dev (Sanzih Nambhe). AI music generator specifically for Corridos Tumbados/Sierreño/Regional Mexicano/Reggaeton/Trap Latino. $1.04 RPD. 4 months old. Top US/Mexico/Guatemala. $7.99-29.99/mo.,corridos tumbados ai,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=corridos+tumbados+ai,0 results — empty niche,musica regional mexicana,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=musica+regional+mexicana,"25+ results, ALL DEAD or music players/radio stations. No AI music generators in Latin/Regional Mexican music space.",(skipped — verdict clear),,,🟢 GREEN — AI Latin/Regional Mexican music generator is GENUINELY EMPTY niche. Belika alone. $14.8K/mo with healthy $1.04 RPD. Corridos Tumbados is HOT genre (Peso Pluma led $100M+ industry). Cultural/language differentiation from saturated English AI music market. Strong indie opportunity.,"Uses AI to make Mexican-style songs (Corridos, Trap Latino) all in Spanish.","Tons of Mexican music fans, but no AI music app speaks their language or knows their music styles."
Mixio Music-Music Mixer,US,Music,https://app.sensortower.com/overview/6757215390?country=US,2026-01-10,"21,000",$0,Active,PAID UA + Free no IAP visible. Chinese publisher (经纬 汪). Generic audio synthesizer/splicer. Top US/Dominican Republic/Venezuela. 4 months old.,"(skipped — saturated audio mixer category dominated by GarageBand, Voloco, etc.)",,,,,,(skipped),,,🔴 RED — Audio mixer/synthesizer market saturated (GarageBand free is industry standard). Free + Active UA + $0 rev = burning money. Generic Chinese-publisher template with no differentiation.,Lets you mix songs together and cut audio clips into smaller pieces.,Apple already gives this away for free in GarageBand. Hard to charge for what people get free.
Mozart AI: AI Music Studio,US,Music,https://app.sensortower.com/overview/6758667169?country=US,2026-02-10,"9,000","$1,000",Active,"Arthos (different from Scate's AI Song Generator Mozart at $591K which we analyzed earlier). AI song + music video + iterative refinement (""make guitar more melodic""). $0.11 RPD. $8-30/mo / $84-300/yr Creator/Pro/Premium tiers.","(skipped — same saturated AI song generator market: Donna AI $1M, Scate Mozart $591K, Jukebox $360K, Shoom $433K)",,,,,,(skipped),,,"🔴 RED — Same saturated AI song generator market analyzed for Jam AI. Donna AI $1M dominates, Scate Mozart $591K (TRADEMARK CONFLICT with this Arthos app), multiple $100K-$700K mid-tier. Mozart AI by Arthos $1K is bottom-tier with naming-collision risk.",Makes full songs and music videos from a simple idea you type in.,Too many apps already do this same thing. Plus a bigger app has the same name.
Pitch Trainer - Ear Training,US,Music,https://app.sensortower.com/overview/6758199236?country=US,2026-01-27,"1,000",$791,Active,ORGANIC + PAID UA. Solo dev (Wei Liu). $0.82 RPD healthy. Perfect Pitch + Interval + Chord recognition with structured lessons + custom drills. $4.99w/$8.99m/$59.99yr. Top US/Egypt/Turkey.,ear training intervals,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=ear+training+intervals,"7 results, all dead ($0 rev). Niche empty.",perfect pitch trainer,https://app.sensortower.com/search?entity_type=app&os=unified&device=iphone&device=ipad&device=android&search_by=name&search_by=description&search_by=subtitle&page=1&page_size=25&term=perfect+pitch+trainer,"15 results, ALL DEAD with 0 DLs/$0 rev. Pitch Trainer is the ONLY monetizing player.",(skipped — verdict clear),,,🟢 GREEN — Ear training / perfect pitch / interval / chord recognition niche genuinely empty of monetizing competitors. Pitch Trainer alone at $791/mo with $0.82 RPD. Real audience (music students/instrumentalists/music schools). Early-stage but viable indie opportunity.,Helps people learning music figure out what notes and chords they hear just by listening.,Music students NEED this to get better. They will pay for it. No other app makes good money doing this.
MusicTunes - AI Song Generator,US,Music,https://app.sensortower.com/overview/6758124709?country=US,2026-02-08,"2,000",$378,New,X-SPARK HK. Generic AI song generator + lyrics. $0.07 RPD terrible. $9.99w/$49.99yr + credit packs $2.99/$19.99/$49.99/$119.99. 3 months old.,"(skipped — same saturated AI song generator market: Donna $1M, Scate Mozart $591K, etc.)",,,,,,(skipped),,,🔴 RED — Same saturated AI song generator market. Bottom-tier player at $378/mo with $0.07 RPD. Generic HK clone with no differentiation from Donna/Mozart/Jukebox giants.,Makes songs from a short text you type in using AI.,This is just a copy of bigger apps. Almost nobody is paying for it.